FAO_code,Latin species name,English,Spanish,French
UPO,Leptocarpus potamiscus,Bombay prawn,Camarón de Bombay,Bouquet Bombay
UPP,Upeneus parvus,Dwarf goatfish,,
UPQ,Purpura pansa,Wide-foot purpura,Púrpura patuda,Pourpre pattue
UPR,Pseudopercis semifasciata,Argentinian sandperch,Salmón de mar,
UPS,Upeneus sulphureus,Sulphur goatfish,,
UPT,Upeneus tragula,Freckled goatfish,,
UPU,Upeneus sundaicus,Ochrebanded goatfish,,
UPV,Upsilodus victori,,,
UPW,Upogebia wuhsienweni,Chines mud lobster,,
UPX,Purpura panama,Rudolph's purpura,,Pourpre de Rudolphe
UPY,Pseudoplatystoma spp,,,
UQP,Purpura persica,Persian purpura,,Pourpre persique
UQS,Pleuroploca salmo,Salmon horse conch,Tulipan salmón,Fasciolaire saumon
UQT,Uria aalge,Common murre,Arao común,Guillemot marmette
UQU,Uria lomvia,Thick-billed murre,Arao de Brünnich,Guillemot de Brünnich
UQX,Lutraria spp,,,
URA,Uranoscopus spp,Stargazers,Miracielos(=Ratas),Uranoscopes
URB,Uroteuthis bartschi,Bartsch's squid,Calamarete,Calmar tépo
URC,Strongylocentrotus spp,Sea urchins nei,Erizos nep,Oursins nca
URD,Pleurosicya annandalei,Scalynape goby,,
URE,Urophycis earllii,Carolina hake,,
URF,Urophycis floridana,Southern codling,Locha de Florida,Phycis de Floride
URG,Urophycis regia,Spotted codling,Locha regia,Phycis tacheté
URH,Puerulus spp,Whip lobsters nei,Langostas Puerulus nep,Langoustes Puerulus nca
URI,Urophycis cirrata,Gulf hake,,
URJ,Tiariturris libya,Lybian turrid,Pleurotoma libica,Pleurotome libyen
URK,Muricopsis cristatus,Blainville's murex,Busano de Blainville,Murex de Blainville
URL,Puerulus angulatus,Banded whip lobster,Langosta de fusta listada,Langouste fouet bandée
URM,Paracentrotus lividus,Stony sea urchin,Erizo de mar,Oursin-pierre
URN,Urocampus carinirostris,,,
URO,Turritella turbona,Muddy auger,Torrecilla de fango,Turritelle double carène
URQ,Munida rugosa,Rugose squat lobster,Xinxa,Galathée rugueuse
URS,Echinus esculentus,European edible sea urchin,Erizo europeo,Oursin d'Europe
URT,Puerulus carinatus,Red whip lobster,Langosta de fusta roja,Langouste fouet rouge
URU,Uraspis uraspis,Whitemouth jack,Jurel paia,Carangue paia
URV,Puerulus velutinus,Velvet whip lobster,Langosta de fusta velluda,Langouste fouet veloutée
URW,Puerulus sewelli,Arabian whip lobster,Langosta de fusta arabica,Langouste fouet arabe
URX,Echinoidea,"Sea urchins, etc. nei","Erizos, etc. nep","Oursins, etc. nca"
URY,Parachaeturichthys polynema,Taileyed goby,,
URZ,Urophycis spp,Urophycis nei,Brótolas blancas nep,Urophycis nca
USA,Austrolabrus maculatus,,,
USB,Labrus bergylta,Ballan wrasse,Maragota,Vieille commune
USC,Cosmochilus cardinalis,,,
USD,Echinus acutus,,,
USE,Uraspis secunda,Cottonmouth jack,Jurel volantín,Carangue coton
USF,Scarus forsteni,Forsten's parrotfish,,
USG,Malleus regula,Straight hammer oyster,Ostra martillo,Marteau droit
USH,Pulsellum salishorum,Salish toothshell,,
USI,Labrus bimaculatus,Cuckoo wrasse,Gallano,Vieille coquette
USJ,Calotomus japonicus,Japanese parrotfish,,
USK,Brosme brosme,Tusk(=Cusk),Brosmio,Brosme
USL,Pterotolithus lateoides,Bigmouth croaker,,
USM,Pterotolithus maculatus,Blotched tiger-toothed croaker,,
USN,Scarus taeniopterus,Princess parrotfish,,
USO,Austronibea oedogenys,Yellowtail croaker,,
USP,Clepticus parrae,Creole wrasse,,
USQ,Selenoscopus turbisquamatus,,,
USR,Cetoscarus bicolor,Bicolour parrotfish,,
USS,Scarus iserti,Striped parrotfish,,
UST,Silurus triostegus,,,
USU,Scarus coeruleus,Blue parrotfish,,
USV,Pseudosimochromis curvifrons,,,
USW,Scarus persicus,Gulf parrotfish,Loro del Golfo,Perroquet du Golfe
USX,Scarus spp,,,
USY,Scarus ghobban,Blue-barred parrotfish,Loro barba azul,Perroquet barbe bleue
USZ,Scarus frenatus,Bridled parrotfish,,Perroquet à six bandes
UTA,Lutraria angustior,Narrow otter shell,Pechina estrecha,Lutraire étroite
UTB,Butis butis,Duckbill sleeper,,
UTC,Sunetta truncata,Truncate sunetta,,Méroe tronquée
UTD,Haustellum donmoorei,Don Moore's murex,Busano de Moore,Murex de Moore
UTE,Lutraria elongata,Elongate mactra,Mactra alargada,
UTF,Lunatia fusca,Brown moon-shell,Lunero marrón,Natice brune
UTG,Lunatia guillemini,Guillemin's moon-shell,Lunero de Guillemin,Natice de Guillemin
UTH,Haustellum chrysostoma,Goldmouth murex,Busano boca de oro,Murex bouche d'or
UTI,Secutor insidiator,Pugnose ponyfish,,
UTJ,Echinus melo,,,
UTK,Stoloteuthis leucoptera,Leucoptera bobtail squid,Globito leucóptero,Sépiole leucoptère
UTL,Lutraria lutraria,Common otter shell,Arola,Lutraire elliptique
UTM,Lutraria magna,Oblong otter shell,Pechina oblonga,Lutraire oblongue
UTN,Nuttallia nuttallii,Nuttall's mahogany clam,Asafis purpurea,Sanguinolaire pourpre
UTO,Turritella communis,Horny auger,Torrecilla común,Turritelle commune
UTP,Lunatia pulchella,Pretty moon-shell,Lunero fino,Natice belle
UTQ,Echinus multidentatus,Deepsea kina,,
UTR,Secutor ruconius,Deep pugnose ponyfish,,
UTS,Haustellum messorius,Messorius murex,Busano boca blanca,Murex bouche blanche
UTT,Austropotamobius torrentium,Stone crayfish,,
UTU,Sunetta menstrualis,Mauve sunetta,,Méroe mauve
UTX,Secutor spp,,,
UUB,Tutufa bubo,Giant frog shell,,Ranelle hibou
UUC,Uranoscopus scaber,Stargazer,Rata,Uranoscope
UUE,Tutufa rubeta,Reddish frog shell,,
UUF,Suruga fundicola,,,
UUG,Chlorurus gibbus,Heavybeak parrotfish,,
UUH,Musculista senhousia,Senhouse horse mussel,,Modiolaire de Senhouse
UUI,Eualus sinensis,Iso shrimp,Camarón iso,Bouc iso
UUJ,Uranoscopus japonicus,,,
UUL,Eualus leptognathus,Yamato shrimp,Camarón yamato,Bouc yamato
UUM,Eualus macilentus,Greenland shrimp,Camarón de Groenlandia,Bouc Groenland
UUN,Bursa bufonia,Warty frog shell,,Ranelle mamelonnee
UUP,Chlorurus bleekeri,Bleeker's parrotfish,,Perroquet joue blanche
UUQ,Haustellum haustellum,Snipe's bill murex,,Murex bec-de-becassine
UUR,Haustellum recurvirostris,Bent-beak murex,Busano alacran,Murex scorpion
UUS,Chlorurus sordidus,Daisy parrotfish,,
UUT,Solecurtus strigilatus,Rasp short razor,Mango de cuchillo,Solecurte rose
UUU,Luposicya lupus,,,
UUV,Chlorurus frontalis,Pacific slopehead parrotfish,,
UUX,Solecurtus spp,,,
UUY,Chlorurus strongylocephalus,Steephead parrotfish,,
UVA,Ulvicola sanctaerosae,Kelp gunnel,,
UVB,Scarus hoefleri,Guinean parrotfish,Loro de Guinea,Perroquet de Guinée
UVC,Ulva conglobata,,,
UVD,Scarus psittacus,Common parrotfish,,Perroquet commun
UVE,Scarus rubroviolaceus,Ember parrotfish,Loro violáceo,Perroquet braisé
UVF,Ulva fasciata,,,
UVG,Scarus russelii,Eclipse parrotfish,Loro eclipse,Perroquet éclipse
UVH,Scarus tricolor,Tricolour parrotfish,Loro tricolor,Perroquet tricolore
UVL,Sueviota lachneri,,,
UVN,Scarus niger,Dusky parrotfish,,Perroquet dorade
UVP,Ulva pertusa,Lacy sea lettuce,,
UVQ,Ulva rigida,Chicory sea lettuce,Mantilla,Laitue chicorée
UVR,Ulva reticulata,,,
UVS,Ulvaria subbifurcata,Radiated shanny,,
UVT,Scarus vetula,Queen parrotfish,,
UVU,Ulva lactuca,Sea lettuce,Lechuga de mar,Laitue de mer
UVX,Pleuroploca spp,Horse conches nei,,
UWX,Uroptychus spp,,,
UXA,Xenocephalus armatus,,,
UXK,Pereulixia kosiensis,,,
UXP,Murex pecten,Venus comb murex,,Murex peigne-de-Venus
UXR,Murex trapa,Rarespined murex,,Murex rare-épine
UXT,Murex ternispina,Black-spined murex,,Murex noire-épine
UXU,Murex tribulus,Caltrop murex,,Murex tribule
UXX,Telesto spp,Long polyp soft corals nei,,
UYC,Catathyridium jenynsii,,,
UYD,Strongylocentrotus droebachiensis,,,
UYE,Puffinus yelkouan,Yelkouan shearwater,Pardela mediterránea,Puffin de Méditerranée
UYF,Strongylocentrotus franciscanus,Red sea urchin,,
UYI,Strongylocentrotus intermedius,Japanese sea urchin,,
UYT,Aguarunichthys torosus,,,
UYV,Sumireyakko venustus,Purplemask angelfish,,
UYX,Pseudopercis spp,,,
UZB,Schultzea beta,School bass,,
VAA,Valenciennea alleni,,,
VAC,Varicorhinus capoeta,Seven khramulya,,
VAD,Campogramma glaycos,Vadigo,Lirio,Liche lirio
VAI,Vaillantella cinnamomea,,,
VAJ,Variichthys jamoerensis,Jamur Lake grunter,,
VAL,Varuna litterata,Peregrine crab,,
VAM,Vanderhorstia ambanoro,Ambanoro prawn-goby,,
VAN,Vanneaugobius canariensis,,,
VAQ,Phocoena sinus,Vaquita,Vaquita,Marsouin du golfe de Californi
VAR,Salvelinus malma,Dolly varden,Salvelino,Omble du Pacifique
VAT,Valenciennellus tripunctulatus,,,
VAU,Varuna yui,Sundaic paddler crab,,
VAY,Varicus marilynae,Orangebelly goby,,
VCM,Vanacampus margaritifer,Mother-of-pearl pipefish,,
VCP,Provocator pulcher,Challenger volute,Voluta del Challenger,Volute de Challenger
VEA,Ventrifossa atherodon,Arrowtooth grenadier,,
VED,Ventrifossa divergens,Plainfin grenadier,,
VEE,Ventrifossa ctenomelas,Hawaiian grenadier,,
VEG,Ventrifossa garmani,Sagami grenadier,,
VEI,Ventrifossa nigrodorsalis,Spinaker grenadier,,
VEM,Ventrifossa macropogon,Longbeard grenadier,,
VEN,Venerupis spp,,,
VEO,Verilus sordidus,,,
VEP,Cetengraulis mysticetus,Pacific anchoveta,Anchoveta chuchueco,Anchois chuchueco
VER,Cycethra verrucosa,,,
VES,Ventrifossa petersoni,Peterson's grenadier,,
VET,Engraulis ringens,Anchoveta(=Peruvian anchovy),Anchoveta,Anchois du Pérou
VEU,Vellitor centropomus,,,
VEV,Venus verrucosa,Warty venus,Escupina grabada,Praire commune
VEX,Venus spp,,,
VHS,Valencia hispanica,Valencia toothcarp,Samarugo,Cyprinodonte de Valence
VIA,Vinciguerria attenuata,,,
VIC,Vincentia chrysura,,,
VII,Vinciguerria nimbaria,Oceanic lightfish,,
VIM,Vimba melanops,Macedonian vimba,,
VIP,Vinciguerria poweriae,Power's deep-water bristle-mou,,
VIV,Vimba vimba,Vimba bream,,
VIX,Vinculum sexfasciatum,Moonlighter,,
VIY,Villorita cyprinoides,Common Indian marsh clam,,
VKA,Vepricardium asiaticum,Asiatic cockle,,Bucarde asiatique
VKS,Vepricardium sinense,Chinese cockle,,Bucarde chinoise
VLI,Villosa iris,Rainbow,,
VLM,Volema myristica,Nutmeg melongena,,Mélongène muscade
VLO,Palinuridae,Spiny lobsters nei,Langostas diversas nep,Langoustes diverses nca
VLU,Voluta musica,Common music volute,Voluta musical,Volute musique
VLV,Voluta virescens,Green music volute,Voluta verde,Volute verte
VLX,Valencia letourneuxi,Corfu toothcarp,,
VMA,Scomber colias,Atlantic chub mackerel,Estornino del Atlántico,Maquereau espagnol atlantique
VMC,Valamugil cunnesius,Longarm mullet,,
VMH,Valamugil seheli,Bluespot mullet,Lisa de mancha azul,Mulet à tache bleue
VMM,Metavelifer multiradiatus,Spinyfin velifer,,
VMP,Valamugil speigleri,Speigler's mullet,,
VMX,Valamugil spp,,,
VNA,Venerupis aurea,Golden carpet shell,Almeja dorada,Palourde jaune
VNC,Vanstraelenia chirophthalmus,African solenette,,
VNG,Ventricolaria rigida,Rigid venus,,
VNI,Ventricolaria isocardia,Heart venus,,
VNR,Venerupis rhomboides,Banded carpet shell,Almeja rubia,Palourde rose
VNU,Venus nux,,,
VOI,Vomeridens infuscipinnis,,,
VOS,Volachlamys singaporina,Singapore scallop,,Pétoncle de Singapour
VPD,Vespicula depressifrons,,,
VRA,Variola albimarginata,White-edged lyretail,Mero rabiblanco,Croissant queue blanche
VRL,Variola louti,Yellow-edged lyretail,Mero luna creciente,Croissant queue jaune
VSC,Chlamys varia,Variegated scallop,Zamburiña,Pétoncle
VSE,Vasum ceramicum,Ceram vase,,
VSH,Scopelosaurus spp,,,
VSK,Vasum caestus,Gauntlet vase,Turbinela manopola,Turbinelle gantelet
VSM,Verasper moseri,Barfin flounder,,
VSP,Vasum capitellum,Spiny vase,Vaso espinoso,Turbinelle épineuse
VST,Vasum turbinellus,Top vase,,Turbinelle cornue
VSU,Vasum muricatum,Caribbean vase,Vaso del Caribe,Turbinelle des Caraïbes
VSV,Verasper variegatus,Spotted halibut,,
VUC,Venerupis corrugata,Corrugated venus,Margarita arrugada,Clovisse ridée
VUD,Venerupis dura,Durable venus,Margarita dura,Clovisse durable
VUF,Venus foliaceolamellosa,Plicate venus,Venus plegada,Praire ondulee
VVH,Velifer hypselopterus,Sailfin velifer,,
VVV,Volva volva,Shuttlecock volva,,Ovule navette
VXA,Virididentex acromegalus,Bulldog dentex,,
VXR,Vexillum rugosum,Rugose iter,,Mitre froncée
VXU,Vexillum vulpeculum,Little-fox miter,,Mitre petit-renard
VXV,Vexilla vexillum,Vexillate jopas,,Jopas vexillaire
WAA,Wallago attu,Wallago,,
WAB,Parabramis pekinensis,White amur bream,Brema de Pekín,Brème de Pékin
WAH,Acanthocybium solandri,Wahoo,Peto,Thazard-bâtard
WAL,Odobenus rosmarus,Walrus,Morsa,Morse
WAM,Trichechus senegalensis,West African manatee,Vaca marina del Africa,Lamantin d'Afrique
WAX,Wallago spp,,,
WBM,Brotula multibarbata,Goatsbeard brotula,Brótula barba de carnero,Brotule barbe-de-boue
WCP,Cristaria plicata,Cockscomb pearl mussel,,
WEA,Wetmorella albofasciata,Whitebanded sharpnose wrasse,,
WEC,Decapterus punctatus,Round scad,Macarela chuparaco(=Surela),Comète quiaquia
WED,Weberogobius amadi,,,
WEG,Trachinus draco,Greater weever,Escorpión,Grande vive
WEM,Totoaba macdonaldi,Totoaba,Corvinata totoaba,Acoupa totoaba
WEP,Cynoscion analis,Peruvian weakfish,Corvinata ayanque,Acoupa du Pérou
WEW,Atractoscion nobilis,White weakfish,Corvina cabaicucho,Acoupa blanc
WEX,Trachinus spp,Weevers nei,Arañas nep,Vives nca
WFF,Caranx fischeri,Longfin crevalle jack,Jurel de Fischer,Carangue de Fischer
WFS,Pelagodroma marina,White-faced storm petrel,Paíño pechialbo,Océanite frégate
WGR,Macrourus whitsoni,Whitson's grenadier,,
WHA,Polyprion oxygeneios,Hapuku wreckfish,Cherna hapuku,Cernier de Nouvelle-Zélande
WHB,Micromesistius poutassou,Blue whiting(=Poutassou),Bacaladilla,Merlan bleu
WHE,Buccinum undatum,Whelk,Bocina,Buccin
WHF,Coregonus spp,Whitefishes nei,Coregonos nep,Corégones nca
WHG,Merlangius merlangus,Whiting,Plegonero,Merlan
WHH,Tetrapturus spp,Spearfishes nei,Marlines Tetrapturus nep,Makaires Tetrapturus nca
WHL,Coregonus clupeaformis,Lake(=Common)whitefish,Coregono de lago,Corégone de lac
WHM,Tetrapturus albidus,Atlantic white marlin,Aguja blanca del Atlántico,Makaire blanc de l'Atlantique
WHS,Sillaginidae,Sillago-whitings,Sillagínidos,Sillaginidés
WHX,Busycon spp,Whelks,Busicones,Busycons
WHZ,Wheelerigobius maltzani,,,
WIC,Chaenodraco wilsoni,Spiny icefish,Draco espinudo,Grande-gueule épineuse
WIM,Trichechus manatus,West Indian manatee,Vaca marina del Caribe,Lamantin des Caraïbes
WIT,Glyptocephalus cynoglossus,Witch flounder,Mendo,Plie cynoglosse
WKB,Cynoscion steindachneri,Smalltooth weakfish,Corvinata pescada,Acoupa tident
WKK,Macrodon ancylodon,King weakfish,Pescadilla real,Acoupa chasseur
WKP,Penaeus latisulcatus,Western king prawn,Langostino marfil,Crevette royale occidentale
WKS,Cynoscion striatus,Striped weakfish,Corvinata pescadilla,Acoupa rayé
WKX,Cynoscion spp,Weakfishes nei,Corvinatas nep,Acoupas nca
WMC,Mactrellona alata,Panamic winged mactra,Mactra alada,Mactre ailée
WME,Polyprion moeone,Bass groper,,
WMX,Mactrellona spp,,,
WOM,Woodsia meyerwaardeni,,,
WOR,Polychaeta,Marine worms,Poliquetos,Vers marins
WOS,Cygnus cygnus,Whooper swan,Cisne cantor,Cygne chanteur
WOT,Cygnus olor,Mute swan,Cisne vulgar,Cygne tuberculé
WOW,Melanitta fusca,White-winged scoter,Negrón especulado,Macreuse brune
WOY,Melanitta nigra,Black scoter,Negrón común,Macreuse noire
WPM,Peprilus medius,Pacific harvestfish,Palometa cometrapo,Stromaté du Pacifique
WPP,Puntioplites proctozystron,,,
WPT,Patella tenuis,,Lapa de pie negro,
WPU,Puntioplites waandersi,,,
WPX,Pleoticus spp,Pleoticus shrimps nei,Camarones Pleoticus nep,Salicoques Pleoticus nca
WRA,Labridae,"Wrasses, hogfishes, etc. nei","Lábridos(=Tordos,maragotas)nep","Pourceaux, donzelles, etc. nca"
WRF,Polyprion americanus,Wreckfish,Cherna,Cernier commun
WRM,Labrus merula,Brown wrasse,Merlo,Merle
WRO,Sebastes entomelas,Widow rockfish,Rocote,Sébaste rocote
WRR,Etrumeus whiteheadi,Whitehead's round herring,Sardina angoleña,Shadine de Angola
WRV,Labrus viridis,Green wrasse,Tordo verde,Labre vert
WRW,Sepiella weberi,Web’s cuttlefish,Sepia de Web,Sépia de Web
WRX,Labrus spp,Labrus wrasses nei,Tordos nep,Merles Labrus nca
WSA,Serranus atricauda,Blacktail comber,Serrano imperial,Serran à queue noire
WSH,Carcharodon carcharias,Great white shark,Jaquetón blanco,Grand requin blanc
WSM,Thyrsitops lepidopoides,White snake mackerel,Escolar sierra,Escolier blanc
WSN,Rhabdosargus globiceps,White stumpnose,Pargo ñato,Sargue australe
WSP,Sepia papuensis,Papuan cuttlefish,Sepia de Papua,Seiche de Papouasie
WST,Dasyatis akajei,Whip stingray,Raya látigo del Pacífico,Pastenague du Pacifique
WSU,Sepia sulcata,Grooved cuttlefish,Sepia estriada,Seiche striée
WSW,Sepia whitleyana,Whitley’s cuttlefish,Sepia de Whitley,Seiche de Whitley
WSZ,Sepia vossi,Voss’ cuttlefish,Sepia de Voss,Seiche de Voss
WTA,Sepia plangon,Striking cuttlefish,Sepia impresionante,Seiche impressionnante
WTB,Sepia bartletti,Bartlett's cuttlefish,,
WTC,Sepia cultrata,Knifebone cuttlefish,Sepia de sepión de cuchillo,Seiche à os en couteau
WTE,Sepia elliptica,Ovalbone cuttlefish,Sepia de sepión oval,Seiche à sepion ovale
WTF,Sepia stellifera,Starry cuttlefish,Sepia estrellada,Seiche étoilée
WTG,Sepia grahami,Ken’s cuttlefish,Sepia de Ken,Seiche de Ken
WTH,Sepia hedleyi,Hedley’s cuttlefish,Sepia de Hedley,Seiche d’Hedley
WTK,Sepia prabahari,Small striped cuttlefish,Sepia listada pequeña,Petite seiche rayée
WTM,Wattsia mossambica,Mozambique large-eye bream,,
WTO,Sepiella ocellata,Sotty cuttlefish,,
WTP,Pseudobulweria rostrata,Tahiti petrel,,
WTQ,Sepia mira,Little cuttlefish,,
WTR,Sepia ramani,Large striped cuttlefish,Sepia listada grande,Grande seiche rayée
WTS,Watasenia scintillans,Sparkling enope squid,Enoploluria centellante,Encornet lumière
WTV,Sepia vietnamica,Viet Nam cuttlefish,Sepia vietnamita,Seiche vietnamienne
WTW,Odontocymbiola americana,,,
WTX,Odontocymbiola spp,,,
WTY,Sepia smithi,Smith’s cuttlefish,Sepia de Smith,Seiche de Smith
WTZ,Sepia rozella,Rosecone cuttlefish,Sepia de cono rosado,Seiche au cône rosé
WUB,Megalobrama amblycephala,Wuchang bream,Carpa de Wuchang,Carpe de Wuchang
WUW,Pareuthria cerealis,,,
WUX,Pareuthria spp,,,
WUZ,Sepia zanzibarica,Zanzibar cuttlefish,Sepia de Zanzibar,Seiche de Zanzibar
WWP,Penaeus occidentalis,Western white shrimp,Camarón blanco del Pacífico,Crevette royale blanche
WYC,Polysticta stelleri,Steller's eider,Eider menor,Eider de Steller
XAC,Xanthichthys auromarginatus,Gilded triggerfish,,
XAD,Allomicrodesmus dorotheae,,,
XBX,Paralabrax spp,,Verdillos nep,
XCE,Xenoclarias eupogon,,,
XCS,Cypselurus simus,Short-nosed flyingfish,,
XDP,Saxidomus purpurata,Purple butter clam,,
XDX,Saxidomus spp,Butter clams nei,,
XEA,Xenocypris argentea,Yellowfin,,
XEB,Xenagoniates bondi,,,
XEC,Xenistius californiensis,,,
XED,Xenolepidichthys dalgleishi,Spotted tinselfish,,
XEF,Xenophyophora,Xenophyophores,,
XEH,Xenochromis hecqui,,,
XEJ,Xenocys jessiae,,,
XEK,Xenopoclinus kochi,Platanna klipfish,,
XEL,Xenobarbus loveridgei,,,
XEO,Xenopoecilus oophorus,Eggcarrying buntingi,,
